end_time,hour,mean_load_kw,mean_pv_kw,mean_net_load_kw,price_yuan_per_kwh
09:10,9.166666666666666,5914.680398802395,5433.671980239521,481.0084185628739,1.0147
09:20,9.333333333333334,5885.687137724551,5693.207715269461,192.47942245508966,0.9922
09:30,9.5,5882.022724550899,5938.282297904192,-56.25957335329349,0.97
09:40,9.666666666666666,5865.2674988023955,6161.27268263473,-296.0051838323343,0.9422
09:50,9.833333333333334,5855.904532335329,6364.7422386227545,-508.83770628742514,0.9569
10:00,10.0,5860.536197604791,6556.978068862275,-696.4418712574843,0.9977
10:10,10.166666666666666,5859.710514371258,6743.350059281436,-883.6395449101783,0.9919
10:20,10.333333333333334,5849.3060269461075,6906.278846107784,-1056.9728191616769,0.9588
10:30,10.5,5833.716856287425,7052.805426646707,-1219.0885703592821,0.9549
10:40,10.666666666666666,5820.123976047905,7207.4151853293415,-1387.2912092814367,0.9839
10:50,10.833333333333334,5809.550061676647,7343.919296706587,-1534.3692350299407,0.799
11:00,11.0,5804.034850299401,7448.55123502994,-1644.5163847305384,0.5025
11:10,11.166666666666666,5803.185326347305,7532.427376946108,-1729.242050598803,0.4662
11:20,11.333333333333334,5788.42309760479,7604.241228443113,-1815.8181308383228,0.5007
11:30,11.5,5781.265658682634,7665.998353293414,-1884.7326946107796,0.4827
11:40,11.666666666666666,5799.506463473054,7712.440164670659,-1912.933701197605,0.4785
11:50,11.833333333333334,5679.445606886227,7733.511822754491,-2054.0662158682635,0.4662
12:00,12.0,5486.479790419162,7741.894311377246,-2255.414520958084,0.4432
12:10,12.166666666666666,5465.7935083832335,7759.621300299401,-2293.8277919161674,0.4411
12:20,12.333333333333334,5487.716970059881,7751.905548802396,-2264.1885787425153,0.4551
12:30,12.5,5458.657634730539,7697.990905688623,-2239.3332709580836,0.4463
12:40,12.666666666666666,5436.174626047904,7612.251760479042,-2176.077134431138,0.4113
12:50,12.833333333333334,5541.999201796407,7533.309773952095,-1991.3105721556885,0.5682
13:00,13.0,5703.486556886228,7453.6548278443115,-1750.1682709580837,0.8279
13:10,13.166666666666666,5718.1736643712575,7330.52559760479,-1612.3519332335327,0.8636
13:20,13.333333333333334,5694.81336497006,7186.9955344311375,-1492.1821694610771,0.8416
13:30,13.5,5700.551077844311,7047.655239520958,-1347.104161676647,0.8618
13:40,13.666666666666666,5693.461542215569,6912.767767664671,-1219.3062254491015,0.8623
13:50,13.833333333333334,5681.687266467066,6749.093075449102,-1067.4058089820355,0.9026
14:00,14.0,5676.30251497006,6555.239371257486,-878.936856287426,0.9754
14:10,14.166666666666666,5675.638411377246,6359.2640793413175,-683.6256679640719,1.0002
14:20,14.333333333333334,5671.149004191617,6147.573525748503,-476.42452155688625,0.9978
14:30,14.5,5661.897694610779,5913.150224550898,-251.25252994011953,1.0271
14:40,14.666666666666666,5657.161128443114,5665.804364371258,-8.64323592814435,1.0906
14:50,14.833333333333334,5669.028073353294,5412.666122754491,256.36195059880265,0.9376
15:00,15.0,5682.740359281437,5153.768151197605,528.9722080838319,0.6694
15:10,15.166666666666666,5670.277778143713,4885.336993113772,784.9407850299403,0.66
15:20,15.333333333333334,5659.083301497006,4612.7536526946105,1046.3296488023952,0.7217
15:30,15.5,5661.562335329341,4330.901047904192,1330.6612874251496,0.7308
15:40,15.666666666666666,5665.0608913173655,4030.3562700598804,1634.704621257485,0.7534
15:50,15.833333333333334,5673.0407721556885,3734.538818862275,1938.5019532934134,0.7823
16:00,16.0,5682.6984730538925,3444.3921781437125,2238.30629491018,0.8055
16:10,16.166666666666668,5683.141978443114,3138.0441422155686,2545.097836227545,0.8271
16:20,16.333333333333332,5674.472458083832,2825.4450793413175,2849.0273787425144,0.8519
16:30,16.5,5679.823802395209,2519.6907934131737,3160.1330089820353,0.8791
16:40,16.666666666666668,5705.820590119761,2223.9771649700597,3481.843425149701,0.9024
16:50,16.833333333333332,5622.126059580838,1923.760845508982,3698.365214071856,0.9163
17:00,17.0,5485.685838323354,1628.8910928143712,3856.7947455089825,0.9264
17:10,17.166666666666668,5488.350721556886,1369.4940200598803,4118.856701497006,0.9462
17:20,17.333333333333332,5486.24672754491,1132.3800350299402,4353.86669251497,0.9742
17:30,17.5,5513.755209580839,914.4424401197606,4599.3127694610785,0.9862
17:40,17.666666666666668,5645.618551197605,726.8484383233532,4918.770112874251,0.976
17:50,17.833333333333332,5116.076082335329,564.6207380239521,4551.455344311377,1.0742
18:00,18.0,4232.754820359281,422.56190119760475,3810.192919161677,1.2313
18:10,18.166666666666668,4149.094561377246,301.3818422155689,3847.7127191616764,1.2561
18:20,18.333333333333332,4284.441448802396,199.9325275449102,4084.508921257486,1.2447
18:30,18.5,4255.234520958084,118.39704341317366,4136.837477544911,1.2545
18:40,18.666666666666668,4263.403675748503,59.352380538922155,4204.0512952095805,1.2522
18:50,18.833333333333332,4276.9800811377245,20.388505988023955,4256.5915751497005,1.2881
19:00,19.0,4270.077844311377,0.3008982035928144,4269.776946107784,1.3466
19:10,19.166666666666668,4276.603327245509,0.2508682634730539,4276.352458982035,1.3523
19:20,19.333333333333332,4283.96602005988,0.6564982035928144,4283.309521856288,1.3445
19:30,19.5,4287.763652694611,0.0,4287.763652694611,1.3483
19:40,19.666666666666668,4297.983533233533,0.017976646706586826,4297.965556586827,1.349
19:50,19.833333333333332,4300.81673742515,0.04710508982035928,4300.769632335329,1.3473
20:00,20.0,4300.039790419161,0.0,4300.039790419161,1.3482
20:10,20.166666666666668,4313.732598802396,0.0012562874251497006,4313.7313425149705,1.3513
20:20,20.333333333333332,4323.131689221557,0.0033538922155688625,4323.128335329342,1.34
20:30,20.5,4322.4479341317365,0.0,4322.4479341317365,1.3489
20:40,20.666666666666668,4323.8605835329345,4.461077844311377e-05,4323.860538922156,1.3952
20:50,20.833333333333332,4322.449673353293,0.00019850299401197603,4322.449474850299,1.2226
21:00,21.0,4327.25625748503,0.0,4327.25625748503,0.9332
21:10,21.166666666666668,4348.235609580839,0.0,4348.235609580839,0.9068
21:20,21.333333333333332,4331.3901628742515,0.0,4331.3901628742515,0.9371
21:30,21.5,4350.312185628743,0.0,4350.312185628743,0.9371
21:40,21.666666666666668,4452.879998802395,0.0,4452.879998802395,0.9871
21:50,21.833333333333332,4052.2481212574853,0.0,4052.2481212574853,0.7764
22:00,22.0,3385.3996706586827,0.0,3385.3996706586827,0.4209
22:10,22.166666666666668,3332.8958754491023,0.0,3332.8958754491023,0.3859
22:20,22.333333333333332,3435.8217272455095,0.0,3435.8217272455095,0.4368
22:30,22.5,3403.0357784431135,0.0,3403.0357784431135,0.4198
22:40,22.666666666666668,3406.865183832335,0.0,3406.865183832335,0.4186
22:50,22.833333333333332,3422.0043077844307,0.0,3422.0043077844307,0.4241
23:00,23.0,3420.874341317365,0.0,3420.874341317365,0.4237
23:10,23.166666666666668,3423.529771257485,0.0,3423.529771257485,0.4248
23:20,23.333333333333332,3429.5466029940117,0.0,3429.5466029940117,0.424
23:30,23.5,3435.0258982035925,0.0,3435.0258982035925,0.422
23:40,23.666666666666668,3439.782041317365,0.0,3439.782041317365,0.424
23:50,23.833333333333332,3449.063759580838,0.0,3449.063759580838,0.4271
24:00,24.0,3457.6148203592816,0.0,3457.6148203592816,0.4276
